set_num,name,year,theme_id,num_parts
10849-1,My First Plane,2017,504,10
10850-1,My First Cakes,2017,504,8
10851-1,My First Bus,2017,504,6
10852-1,My First Bird,2017,504,7
10853-1,Creative Builder Box,2017,505,75
10854-1,Creative Box,2017,505,120
10855-1,Cinderella's Magical Castle,2017,640,56
10856-1,Mater's Shed,2017,506,23
10857-1,Piston Cup Race,2017,506,31
10858-1,My First Puzzle Pets,2018,504,18
10859-1,My First Ladybug,2018,504,6
10860-1,My First Race Car,2018,504,6
1086-1,Bulk Bucket,2000,505,48
10861-1,My First Emotions,2018,504,28
10862-1,My First Celebration,2018,504,41
10863-1,My First Animal Brick Box,2018,504,34
10864-1,Large Playground Brick Box,2018,504,71
10865-1,Fun Creations,2018,504,70
10867-1,Farmers' Market,2018,632,26
10868-1,Farm Pony Stable,2018,632,59
10869-1,Farm Adventures,2018,632,104
10870-1,Farm Animals,2018,632,16
10871-1,Airport,2018,632,29
10872-1,Train Bridge and Tracks,2018,634,26
10873-1,Minnie's Birthday Party,2018,641,21
10874-1,Steam Train,2018,634,59
10875-1,Cargo Train,2018,634,105
10876-1,Spider-Man & Hulk Adventures,2018,630,38
10877-1,Belle's Tea Party,2018,640,19
10878-1,Rapunzel's Tower,2018,640,37
10879-1,Gentle Giants Petting Zoo,2018,504,24
10880-1,T. Rex Tower,2018,504,22
1088-1,Road Burner,1999,87,25
10881-1,Mickey's Boat,2018,641,28
10882-1,Train Tracks,2018,634,23
10883-1,My First Tow Truck,2019,504,11
10884-1,My First Balancing Animals,2019,504,15
10885-1,My First Fun Puzzle,2019,504,15
10886-1,My First Car Creations,2019,504,34
10887-1,Creative Fun,2019,504,120
10889-1,Mickey's Vacation House,2019,641,57
1089-1,Basic Figures,1985,534,24
10893-1,Spider-Man vs. Electro,2019,630,29
10894-1,Toy Story Train,2019,633,21
10895-1,Emmet and Lucy's Visitors from the DUPLO Planet,2019,504,51
10897-1,My First Minnie Build,2019,641,10
10898-1,My First Mickey Build,2019,641,9
10899-1,Frozen Ice Castle,2019,504,59
10900-1,Police Bike,2019,632,8
1090-1,TECHNIC Control I,1986,507,397
10901-1,Fire Truck,2019,632,21
10902-1,Police Station,2019,632,38
10903-1,Fire Station,2019,632,76
10904-1,Baby Animals,2019,504,9
10906-1,Tropical Island,2019,504,72
10907-1,World Animals,2019,504,121
10908-1,Plane,2019,632,12
10909-1,Heart Box,2020,504,80
10910-1,Submarine Adventure,2019,504,24
10913-1,Brick Box,2020,504,65
10914-1,Deluxe Brick Box,2020,504,85
10915-1,Alphabet Truck,2020,504,36
10917-1,Fire Truck,2020,504,6
10918-1,Tow Truck,2020,504,7
10919-1,Batcave,2020,653,33
10920-1,Elsa & Olaf's Tea Party,2020,504,17
1092-1,TECHNIC Control II,1986,507,467
10921-1,Super Heroes Lab,2020,504,30
10922-1,Ariel's Undersea Castle,2020,640,35
10924-1,Lightning McQueen's Race Day,2020,506,42
10925-1,Playroom,2020,504,17
10926-1,Bedroom,2020,504,16
10927-1,Pizza Stand,2020,504,18
10928-1,Bakery,2020,504,46
10929-1,Modular Playhouse,2020,504,133
10930-1,Bulldozer,2020,632,10
10931-1,Truck & Tracked Excavator,2020,632,20
10932-1,Wrecking Ball Demolition,2020,632,56
10933-1,Tower Crane & Construction,2020,632,123
10934-1,Creative Animals,2020,504,173
10937-1,Batman: Arkham Asylum Breakout,2012,697,1621
1094-1,Johnny Thunder,1999,297,13
1095-1,Super Sub,1999,311,24
1096-1,Race Buggy,1997,82,23
1097-1,Res-Q Runner,1999,92,18
1098-1,Hang Glider,1998,87,19
1099-1,Ninja Blaster,1999,434,24
1-Jan,Bulldozer Chain Links,1982,453,50
10-Jan,Mini-Wheel Model Maker No. 1,1971,423,87
1100-1,Sky Pirates,2001,68,110
11001-1,Bricks and Ideas,2019,621,123
11002-1,Basic Brick Set,2019,621,300
11003-1,Bricks and Eyes,2019,621,451
11004-1,Windows of Creativity,2019,621,450
11005-1,Creative Fun,2019,621,900
11006-1,Creative Blue Bricks,2020,621,52
11007-1,Creative Green Bricks,2020,621,60
11008-1,Bricks and Houses,2020,621,270
11009-1,Bricks and Lights,2020,621,441
110-1,Universal Building Set,1977,469,129
11010-1,White Baseplate,2020,621,1
1101-1,Replacement 4.5V Motor,1977,443,1
11011-1,Bricks and Animals,2020,621,1500
1102-1,Motor Bushes,1977,456,4
1103-1,Battery Box,1977,443,1
1103-2,DNA Student Set,2008,517,521
1104-1,Battery Cables (75cm),1977,443,2
1105-1,Crawler Tracks,1977,443,2
1106-1,Battery Tender,1977,456,2
1106-2,Basic Building Set,1999,470,431
1107-1,Signal and Direction-Change Switch,1977,456,4
1108-1,Magnetic Couplings,1977,456,4
1109-1,Magnetic Couplings for Railway Car,1977,456,4
11-Jan,Basic Souvenir Box,1981,469,36
1110-1,Train Wheels,1977,456,8
111-1,Universal Building Set,1977,469,174
1111-1,Rubber Rims for Locomotive Wheels,1977,456,8
111-2,Starter Train Set without Motor,1966,235,118
1112-1,Train Sliding Wheel Blocks,1977,456,2
1113-1,Motor Frame and Couplers,1977,443,5
1114-1,Motor Frame,1977,443,1
1115-1,4.5V Lighting Brick (2 x 2),1977,443,1
1116-1,"Chain Links, Small",1977,443,25
1118-1,"Boat Weight, Red",1977,443,1
111901-1,Garmadon,2019,435,10
111902-1,Wu,2019,435,6
111903-1,Kai vs. Wyplash,2019,435,13
111904-1,Jay vs. Lasha,2019,435,12
1119-1,Locomotive Piston Assemblies,1977,456,6
12-Jan,Small Basic LEGO Set,1977,433,94
2-Nov,Small Pre-School Basic Set,1973,433,31
112005-1,Cole vs. Nindroid,2020,435,20
112006-1,Lloyd vs. Stone Warrior,2020,435,12
112007-1,Wu vs. Skulkin,2020,435,13
1120-1,Tires (42 mm),1977,443,2
112-1,Universal Building Set,1977,469,200
1121-1,"Propellers, Wheels and Rotor Unit",1977,443,15
112-2,Locomotive with Motor,1966,235,74
1122-1,Hinges,1977,443,3
112-3,2 40 x 40 Baseplates,1971,301,2
1123-1,"Ball and Socket Couplings, Articulated Joint",1977,443,8
1124-1,Digger Bucket,1977,443,3
1125-1,Crane Grab,1977,443,3
1126-1,"Jack Complete Assembly, Blue",1984,443,1
1127-1,Santa,1999,227,39
1128-1,Santa on Skis,1997,227,21
1129-1,Spread Bag,1980,473,1
1129-2,Santa on Reindeer,1999,227,34
3-Nov,Locomotive Traction Tires,1977,456,8
1130-1,Storage Folder for Building Instructions (16 Internal Pockets),1980,443,1
113-1,Universal Building Set,1977,469,293
1131-1,Tires (42 mm) and Hubs,1981,453,4
113-2,Motorized Train Set,1966,235,344
1132-1,Hinges,1981,443,8
1133-1,Brick Hinges,1981,443,8
1134-1,Battery Wagon,1981,456,2
1135-1,"Battery Cable Kit: 12 Connectors, 3m Cable",1981,443,13
1135-2,"Battery Cable Kit: 16 Connectors, 3m Cable",1981,443,17
1135-3,"Battery Cable Kit: 20 Connectors, 3m Cable",1981,443,21
1136-1,"Buffers, Magnetic Couplers",1981,456,6
1137-1,Train Couplings,1981,456,4
1138-1,Replacement Rubber Wheel Treads for Trains,1981,456,8
1139-1,Motor-Mount Plate with Magnetic Couplers,1981,456,5
1140-1,12V Light Bricks,1981,443,2
114-1,Universal Building Set,1977,469,390
1141-1,Wheel Bricks with Small Red Train Wheels,1981,456,2
114-2,Small Train Set,1966,235,88
1142-1,Wheel Bricks with Small Black Train-Wheels,1981,456,2
1143-1,Wheel Bricks with Large Red Train Wheels,1981,456,2
1144-1,Train Baseplate,1981,456,1
1145-1,Bogie Plate,1981,456,1
1146-1,"Pushrods, Cylinder Housings",1981,456,6
1147-1,"Light Prisms & Holder, Red/Yellow Light Covers",1981,456,7
1148-1,Differential,1981,453,5
1149-1,Air Police,2002,100,24
1149-2,Bulldozer Chainlinks,1982,453,52
1150-1,Replacement Motor 12V,1977,443,1
115-1,Building Set,1973,469,190
1151-1,Train Power Pick-Up Blocks,1977,456,2
115-2,Starter Train Set with Motor,1966,235,132
1152-1,Electric Wire,1977,456,2
1154-1,Battery Control Unit,1986,453,1
1160-1,"TECHNIC Pneumatic Tubing, 40cm +100cm",1985,453,2
116-1,Starter Train Set with Motor,1967,235,364
1161-1,TECHNIC Pneumatic Pump Cylinder 48mm,1985,453,1
116-2,Deluxe Motorized Train Set,1968,235,361
1162-1,TECHNIC Pneumatic Piston Cylinder 48mm,1985,453,1
1163-1,TECHNIC Pneumatic Piston Cylinder 60mm,1985,453,1
1164-1,TECHNIC Pneumatic 2 Way Valve and Nonreturn Valve,1985,453,2
1168-1,Battery Box,1986,1,1
1169-1,Bogie Plates,1986,456,2
1170-1,Replacement Train Battery Tender,1986,456,2
117-1,Locomotive without Motor,1967,235,99
1171-1,Lighting Brick with Red and Blue Globes,1986,443,5
11717-1,Bricks Bricks Plates,2020,621,1504
1172-1,Colored Globes,1986,443,5
1174-1,Motorhome for Basic Motor 4.5V/Train Motor 12V,1986,443,2
1175-1,4.5v TECHNIC Motor,1982,453,1
1176-1,Gear Racks and Turntables,1978,453,6
1177-1,Santa In Truck with Polar Bear,2000,227,27
1178-1,"Siren, Black",1986,443,1
1179-1,Replacement Space Siren,1986,443,1
1180-1,Space Port Moon Buggy,1999,93,25
118-1,Electronic Train,1968,235,103
1181-1,Space Port Spacecraft,1999,93,23
118-2,Small Train Set,1968,235,117
1182-1,Adventurers Raft,1999,297,18
118-3,Motorized Freight or Passenger Train (Sears Exclusive),1969,235,419
1183-1,Mummy and Cart,1999,297,17
1184-1,Cart,1999,434,24
1185-1,Raft,1999,434,25
1186-1,Cart,1999,434,25
1187-1,Glider,1999,434,23
1188-1,Fire Formula,1999,87,38
1189-1,Rocket Boat,1999,87,30
1190-1,Retro Buggy,1999,87,45
11903-1,Brickmaster: Fight The Power Of The Snakes,2012,497,156
11904-1,Parts for Legends of Chima: Brickmaster: The Quest for CHI,2013,571,187
11908-1,Build Your Own Adventure with Liza Mini-Doll and Touring Car,2015,494,77
11909-1,Ninjago: Build Your Own Adventure,2015,435,74
119-1,Super Train Set,1968,235,401
11910-1,Micro-Scale Space Cruiser,2015,126,102
1191-1,Try Bird,1999,87,34
11911-1,Parts for City: Build Your Own Adventure,2016,58,99
11912-1,Star Wars: Build Your Own Adventure,2016,158,73
11913-1,Nexo Knights Build Your Own Adventure,2017,497,78
11914-1,DC Comics Super Heroes Build Your Own Adventure,2017,497,84
11915-1,Ninjago: Build Your Own Adventure: Greatest Ninja Battles,2018,497,72
11917-1,Parts for 5005666-1 Animal Atlas,2018,497,60
11920-1,Parts for Star Wars Build Your Own Adventure: Galactic Missions,2019,158,70
11922-1,Parts for The Book of Bedtime Builds,2019,497,68
11923-1,Sorting Hat Spinner / Magical Fireplace,2019,497,101
11924-1,Reindeer,2019,227,41
11926-1,Parts for Wooden Minifigure,2019,683,29
1193-1,Water Park Tub,1999,632,42
11938-1,Creator Robot,2020,22,45
11939-1,Octopus,2020,22,63
11940-1,Creator Castle,2020,22,52
1194-1,Classic Building Table,1999,470,408
1195-1,Alien Encounter,2001,135,42
1196-1,Biker with Bicycle,2000,458,8
1197-1,Telekom Race Cyclist and Television Motorbike,2000,458,31
1197-2,Crown Gears,1981,453,2
1198-1,Service Team - 2 Bikers with Service Tools,2000,458,81
1199-1,Winning Team,2000,458,110
11995-1,Hero Recon Team,2011,400,0
1200-1,"LEGO Town Plan Board, Large Plastic",1955,372,1
1200-2,"LEGO Town Plan Board, Small Plastic",1956,372,1
1200M-1,LEGO Town Plan Wooden Board,1957,372,1
120-1,Complete Freight Train Set with Tipper Trucks,1969,235,163
1201-2,Chicken Run,2002,505,6
120-2,Small Basic Set,1966,366,121
1202-1,racer polybag,2001,125,1
1203-1,"Turntables (4 x 4), Turntables (2 x 2)",1985,443,8
1204-1,"Fences, Red and Black",1984,443,10
120438-1,Basic Building Set,1985,469,176
1205-1,Keys for Wind-Up Motor,1982,443,2
1206-1,"Round Bricks (2 x 2), White",1982,443,10
1207-1,"Turntables (4 x 4), Red",1982,443,2
1208-1,"Inverted Slope Bricks, Assorted, Red",1982,443,16
1209-1,Fences and Gates,1982,443,10
1-Dec,Blue Space Elements,1981,452,8
1210-1,Winch Block and Hook Assembly,1982,443,3
1210-2,Small Store Set,1955,372,30
121-1,Roadster,1979,390,23
1211-1,Space Stands and Brackets,1982,443,8
1211-2,Small House Set,1955,372,19
1212-1,"Rocket Tops, Black",1982,443,6
1212-2,Small House - Left Set,1955,372,21
1213-1,Space Radar Disks,1982,452,5
1213-2,Small House - Right Set,1955,372,23
1214-1,Upper Part of Motorhome for 4.5V/12V Trainmotor,1984,456,1
1214-2,Windows and Doors,1955,371,24
12142020-1,Ninjago Movie - Official Annual 2018,2018,497,7
12147980-1,Nexo Knights: Nexo Powers Rule!,2016,497,12
12148079-1,Ninjago: Sky Pirates Attack!,2016,497,7
1215-1,Train Motor 4.5V Type II Lower Housing,1981,456,1
1215-2,2 x 8 & 2 x 10 Bricks,1955,371,20
1216-1,Semaphores with Feet,1982,456,8
1216-2,4 x 4 Corner Bricks,1955,371,20
1217-1,Yellow Girder Beams & Plates,1982,453,20
1217-2,2 x 4 Bricks,1955,371,52
121801-1,Baby Raptor and Nest,2018,602,23
121802-1,Owen and Lookout Tower,2018,602,37
1218-1,Blue Girder Beams & Plates,1982,453,20
1218-2,2 x 3 Bricks,1955,371,60
121903-1,Raptor Ambush,2019,602,33
121904-1,Owen with Baby Raptor,2019,602,7
1219-1,TECHNIC Beams & Plates [Red],1982,453,20
1219-2,2 x 2 Bricks,1955,371,80
122005-1,Tyrannosaurus Rex,2020,602,65
122006-1,Triceratops,2020,602,65
122007-1,Owen with Canoe,2020,602,17
122008-1,Dino Lab,2020,602,28
122009-1,Vic Hoskins with Buggy,2020,602,35
1220-1,Black Girder Beams & Plates,1982,453,20
12201420-1,The Lego Ninjago Movie: Garmageddon in Ninjago City!,2017,497,8
1220-2,1 x 2 Bricks,1955,371,104
12202014-1,Ninjago: Spinning Power,2011,497,8
122-1,Loco and Tender,1969,235,96
1221-1,TECHNIC beams - yellow,1982,453,8
1221-2,1 x 1 Bricks,1955,371,160
1222-1,TECHNIC beams - blue,1982,453,8
1222-2,1 x 1 Round Bricks,1955,371,200
1223-1,TECHNIC beams - black,1982,453,8
1223-2,2 x 2 & 2 x 4 Curved Bricks,1955,371,14
1223-3,2 x 2 Curved Bricks,1957,371,100
1224-1,TECHNIC Beams [Red],1982,453,8
1224.1-1,8 Danish Named Beams,1955,371,8
1224-2,8 Named Beams,1955,371,8
1224A-1,1 x 6 and 1 x 8 Bricks,1955,371,36
1225-1,Assortment of Axles,1982,453,32
1225-2,Mixed Plates Parts Pack,1955,371,6
1226-1,Tractor Tires & Hubs,1982,453,12
1226-2,6 x 8 & 2 x 8 Plates,1956,371,4
1227-1,Gear Wheel Assortment,1982,453,15
1227-2,4 x 8 & 2 x 8 Plates,1956,371,5
1228-1,Differential Gear Housing,1982,453,28
1228-2,4 x 8 Curved & 2 x 8 Plates,1956,371,5
1229-1,TECHNIC Chainlinks,1982,453,70
3-Dec,Wheel Bearings for Locomotives,1977,456,2
1230-1,TECHNIC Bulldozer Chainlinks,1982,453,54
1230-2,Windows and Door without Glass,1955,371,6
123-1,Passenger Coach,1969,235,98
1231-1,X-Large Tires & Hubs,1982,453,4
1231-2,"Windows and Door with Glass, Red",1956,371,10
1231-3,"Windows and Door with Glass, White",1956,371,10
1232-1,Toggle Joints & Connectors,1982,453,46
1233-1,Axle Assortment,1984,453,34
1233-2,Light Masts,1958,371,4
1234-1,Gear Wheel Assortment,1984,453,21
1234-3,"Replacement Gearbox for Electric, Motor 4.5V/12V Type II 12 x 4 x 3 1/3",1983,443,1
1235-1,Differential Gear Housing,1984,453,19
1235-2,Garage Plate and Door,1955,371,3
1236-1,TECHNIC wheels with hubs,1984,453,4
1236-2,Garage,1955,372,59
1236-3,12V Technic Motor,1979,453,1
1237-1,Honda Promotional Set,2001,14,55
1239-1,Subzero,2001,125,4
1239-2,Remote Control for Electric Points,1985,456,8
1240-1,"Hinges and Tilted Bearings, Light Gray",1986,443,16
1240-2,8 Road Signs,1955,371,8
124-1,Goods Wagon,1969,235,56
1241-1,Digger Bucket Assembly,1985,443,4
1241-2,8 Road Signs,1955,371,8
1242-1,Crane Grab and Winch,1986,443,4
1242-2,International Flags,1957,371,5
1242D-1,5 Danish Flags,1957,371,5
1243-1,Hinges and Couplings,1986,443,9
1244-1,Runway Plates,1986,443,2
1245-1,T- and Intersection Plates,1986,443,2
1245-2,Lighting Device Pack,1957,371,3
1246-1,Helicopter,1999,80,26
1247-1,Patrol Car,1999,80,32
1247-2,Esso Pumps/Sign,1955,371,2
1248-1,Fire Boat,1999,74,24
1248-2,Painted Trees and Bushes,1955,371,6
1249-1,Tri-motorbike,1999,78,21
1250-1,Dragster,1999,82,24
125-1,Tipping Wagon,1969,235,20
1251-1,Go-Cart,1999,82,25
125-2,Building Set,1974,469,234
1252-1,Shell Tanker,1999,99,106
1253-1,Shell Car Transporter,1999,99,102
1254-1,Shell Select Shop,1999,99,164
1255-1,Shell Car Wash,1999,99,136
1256-1,Shell Petrol Pump,1999,99,157
1257-1,Trike Buggy,1999,13,30
1258-1,Propellor Buggy,1999,11,29
1259-1,Motorbike,1999,13,28
1260-1,Car,1999,12,26
1260-2,1:87 Twenty Four Models,1957,368,24
126-1,Steam Locomotive (Push),1970,235,60
1261-1,Tea with Bumblebee,2000,660,12
1263-1,Easter Bunny,2000,229,29
1264-1,Easter Chicks,2000,229,30
1265-1,Moon Buggy,1999,93,25
1266-1,Space Probe,1999,93,23
1267-1,Shock Absorbers,1985,453,4
1268-1,Bike Blaster,1999,13,28
1269-1,White Ninja,1999,434,23
1270-2,Trial Size Bag - Chromika,2005,37,16
127-1,Train Set,1969,235,365
1271-1,Jungle Surprise,1999,299,33
1271-2,Traffic Police Set,1956,372,6
1272-1,Blue Racer,2000,91,23
1273-1,Red Four Wheel Driver,2000,91,20
1274-1,Light Hover,2000,442,25
1275-1,Chainsaw Bulldozer,2000,442,22
1276-1,Helicopter Transport,2000,442,22
1277-1,Drill Craft,2000,442,27
1278-1,Johnny Thunder & Baby T,2000,298,23
1279-1,Aeroplane,2000,298,21
12798014-1,City: Space Adventures!,2015,497,11
1280-1,Microcopter,2000,298,28
128-1,Taxi Station,1979,390,37
1281-1,Aeroplane,2000,298,25
128-2,Mobile Crane (Train Base),1972,235,23
1282-1,Blue Racer,2000,91,23
128-3,Mobile Crane (Plate Base),1971,235,38
1283-1,Red Four Wheel Driver,2000,91,20
1284-1,Green Buggy,2000,91,23
1285-1,Yellow Tiger,2001,91,24
1286-1,King Leo's Cart,2000,197,22
1287-1,Crossbows,2000,197,16
1288-1,Fire Cart,2000,197,24
1289-1,Catapult,2000,197,23
1290-1,Kabaya Promotional Set: Red (Volcano Climber) RoboRider,2000,16,35
1291-1,Power Bike,2000,16,32
1292-1,Kabaya Promotional Set: White (Ice Explorer) RoboRider,2000,16,33
1293-1,Kabaya Promotional Set: Yellow/Green (Swamp Craft) RoboRider,2000,16,25
1294-1,Fire Helicopter,2000,74,31
1295-1,Water Rider,2000,87,30
1296-1,Land Scooper,2000,72,31
1297-1,Speed Patroller,2000,80,34
1298-1,Advent Calendar 1998 Classic Basic,1998,212,220
3-Jan,Velveeta Set No. 1,1967,366,74
1300-1,Lego Mosaik Set (Small),1955,370,47
130-1,Wagon with Double Tippers,1972,235,20
1305-1,Wheels and Strings,1983,524,94
1306-1,VW Garage,1957,372,45
1307-1,VW Auto Showroom,1957,372,51
13078-1,"Sports Bag, Pink",2008,501,0
1308-1,Fire Station,1957,372,109
1309-1,Church,1957,372,150
13098-1,"Pencil Case, Pink (Horses)",2008,501,0
13-1,Gray Space Elements,1981,452,10
1310-1,ESSO Filling Station,1956,372,96
131-1,Passenger Coach,1972,235,66
1314-1,Stop bush / Small pulley,1987,1,210
13148-1,"Wheeled Carry-on Luggage, Pink (Horses)",2008,501,0
1315-1,Piston Rod,1987,1,50
1316-1,Connector peg,1987,1,150
1317-1,TECHNIC Chainlinks,1987,1,350
1318-1,Gears Small,1987,1,68
1319-1,Gears Large,1987,1,22
13-2,Large Pre-School Basic Set,1973,433,92
1320-1,Differential and Bevel Gears,1987,1,32
132-1,Cottage,1979,390,115
1321-1,Worm Gear and Racks,1987,1,22
132-2,Port Crane and Flat Waggon,1972,235,58
1322-1,"Pulleys, Tires, and Steering Wheels",1987,1,32
1323-1,Hubs and Tyres,1985,524,24
1324-1,Rubber Bands and String,1985,1,101
1325-1,Assorted Spare Axles,1987,1,68
1326-1,"Spare Axles, 12L",1987,1,28
1327-1,Red/Black Plates,1985,524,48
1328-1,Red/Black Plates,1985,524,32
1329-1,Red/Black Plates,1985,525,28
13-3,Train Motor Plate with Buffers,1977,456,5
1330-1,Red/Black Plates,1985,525,20
133-1,Locomotive (Push),1975,235,81
1331-1,Red/Blue Bricks,1985,525,88
1332-1,Red/Blue Beams,1985,525,18
1333-1,Red/Blue Beams,1985,525,20
1334-1,Motors (4.5V),1985,525,2
1335-1,Battery Boxes (4.5v),1985,525,2
1336-1,Pole Reverser Switches for Battery Box,1985,1,2
1337-1,Connecting Leads,1985,1,18
1338-1,Angles Swivels Turntables,1985,524,72
1338112120-1,The Lego Batman Movie: Chaos in Gotham City,2017,497,6
1338137204-1,Make Your Own Movie,2018,497,36
1339-1,TECHNIC parts,1987,1,20
1340-1,Weight Bricks,1987,1,18
134-1,Mobile Crane and Wagon,1975,235,55
1341-1,Building Plates Green,1985,524,3
134-2,Service Station,1979,390,85
1342-1,Electric Switches and Tiles,1986,525,7
1343-1,Optosensors (4.5V) and Discs,1986,525,4
1344-1,Light Bricks (4.5V),1986,524,12
1345-1,"Pinions, Connectors, and Axles",1986,1,52
1346-1,Touch Sensors,1987,1,2
1347-1,Leads (4.5V) Spirals,1987,524,42
1348-1,Base Plates Grey,1987,524,3
1349-1,Steven Spielberg Moviemaker Set,2000,273,447
135-1,Building Set,1973,469,338
1351-1,Movie Backdrop Studio,2001,273,211
1352-1,Explosion Studio,2000,273,244
1353-1,Car Stunt Studio,2001,273,168
1354-1,Dino Head Attack,2000,273,95
1355-1,Temple of Gloom,2000,273,58
1356-1,Stuntman Catapult,2001,273,29
1357-1,Cameraman,2001,273,21
1360-1,Director's Copter,2001,273,22
136-1,Tanker Waggon (Shell),1975,235,81
1361-1,Camera Car,2001,273,20
1362-1,Air Boat,2001,273,24
1363-1,Stunt Go-Cart,2001,273,25
1370-1,Raptor Attack Studio,2001,274,157
137-1,Hospital,1979,390,105
1371-1,Spinosaurus Attack Studio,2001,274,186
137-2,Passenger Sleeping Car,1975,235,82
1374-1,Green Goblin,2002,706,58
1376-1,Spider-Man Action Studio,2002,706,249
1380-1,Werewolf Ambush,2002,273,114
138-1,Electronic Train,1969,235,107
1381-1,Vampire's Crypt,2002,273,170
1382-1,Scary Laboratory,2002,273,503
1383-1,Curse of the Pharaoh,2002,273,51
1384-1,Bird (Pre-School Building Toy) (Explore),2002,505,6
1385-1,Bracelet Sample Set,2003,500,13
1386-1,Bracelet Sample Set,2004,500,13
1388-1,Huki [McDonald's Promo Set #1],2001,355,8
1389-1,Onepu [McDonald's Promo Set #2],2001,355,8
1390-1,Maku [McDonald's Promo Set #3],2001,355,8
139-1,Electronic Control Unit (Forward/Backward - Stop),1969,243,9
1391-1,Jala [McDonald's Promo Set #4],2001,355,8
1392-1,Kongu [McDonald's Promo Set #5],2001,355,8
1393-1,Matoro [McDonald's Promo Set #6],2001,355,8
139A-1,Electronic Control Unit (Forward - Stop),1969,243,13
1400-1,Basic Box,1986,469,173
140-1,Town Hall,1979,390,139
140-2,Bricks'n Motor Set,1969,469,141
1403-1,Racing Leopard,2001,632,2
1404-1,Racing Tiger,2001,632,2
1405-1,Racing Lion,2001,632,3
140528318-1,Star Wars Space Adventures,2016,497,4
1405356235-1,City: Brickmaster,2011,497,146
1406-1,Nursing the Baby,2001,652,6
1407-1,Cooking with Mummy (Mommy),2001,652,7
1408-1,Walking the Dog with Daddy,2001,652,3
14-1,Space Mini Figures,1982,452,24
1411-1,Pirate's Treasure Hunt (Quaker Oats promo),2001,273,35
14122020-1,Ninjago: Official Guide,2012,497,5
14127980-1,Ninjago: The Way Of The Ghost,2015,497,6
14128079-1,Legends of Chima: The Battle for Chima,2015,497,11
1413-1,Rover,2001,135,29
1414-1,Double Hover (Kabaya Promotional),2001,135,21
1415-1,Jet Scooter,2001,135,24
1416-1,Worker Robot,2001,135,30
1417-1,Vakama (Kabaya version),2001,356,26
1417-2,Vakama (Polybag version),2003,356,26
1418-1,Matau,2001,356,25
1419-1,Nokama (Kabaya Promotional),2001,356,27
1420-1,Nuju,2001,356,29
14201220-1,Ninjago: The Chosen Four,2011,497,5
14201420-1,Party Time,2016,497,24
14202012-1,Ninjago: The Hour of Ghosts,2015,497,6
1421-1,Director's Copter (Kabaya Promotional),2001,273,22
1422-1,Camera Cart (Kabaya Promotional),2001,273,20
1423-1,Air Boat (Kabaya Promotional),2001,273,24
1424-1,Stunt Go-Kart (Kabaya Promotional),2001,273,25
1425-1,Dash Jet Sub,2002,305,23
1426-1,Cam Wing Diver,2002,305,21
1427-1,Ogel Marine Slizer,2002,305,21
1428-1,Small Soccer Set 1 (Kabaya Box),2002,462,24
1428-2,Small Soccer Set 1 (Polybag),2002,462,20
1429-1,Small Soccer Set 2 (Kabaya Box),2002,462,23
1429-2,Small Soccer Set 2 (Polybag),2002,462,23
14-3,Small house set,1973,433,0
1430-1,Small Soccer Set 3 (Kabaya Box),2002,462,16
1430-2,Small Soccer Set 3 (Polybag),2002,462,17
1431-1,Tahnok Va (Kabaya Promotional),2002,329,27
1432-1,Nuhvok Va (Kabaya Promotional),2002,329,26
1433-1,Gahlok Va (Kabaya Promotional),2002,329,26
1434-1,Lehvak Va (Kabaya Promotional),2002,329,25
1435-1,Super Glider (Kabaya Promotional),2002,280,7
1436-1,Ultralight Flyer (Kabaya Promotional),2002,280,16
1437-1,Turbo Chopper (Kabaya Promotional),2002,280,13
14-4,Train Motor Plate with Coupler,1977,456,1
1441-1,Fikou (Tree-Spider),2003,324,13
1450-1,Small Bucket,2000,505,50
145-1,Building Set,1974,469,412
146-1,Level Crossing,1976,235,68
1461-1,Turbo Force,1992,82,31
1462-1,Galactic Scout,1992,129,23
1463-1,Treasure Cart,1992,190,24
1464-1,Pirate Lookout,1992,148,17
1465449671-1,Star Wars: Chronicles of the Force,2016,497,3
1465450947-1,"Ninjago: Character Encyclopedia, Updated Edition",2016,497,9
1467-1,Shell Race Car,1987,82,46
1468-1,Shell Tanker,1987,76,40
1469-1,Helicopter,1987,466,39
1470-1,Shell Station,1987,76,32
147-1,Refrigerated Car with Forklift,1976,235,113
1472-1,Holiday Home,1987,69,363
1474-1,Basic Building Set with Gift Item,1991,467,69
1475-1,Airport Security Squad,1991,68,128
1477-1,{Red Race Car Number 3},1991,82,39
1478-1,Mobile Satellite Up-Link,1991,136,31
1479-1,2-Pilot Craft,1991,129,34
1480-1,King's Catapult,1991,190,33
14807412-1,City: Emergency Rescue,2011,497,9
148-1,Central Station,1975,235,292
1481-1,Desert Island,1991,148,24
1482-1,Panda and Friends,1990,505,26
1483-1,Sailor and Parrot,1991,505,19
1484-1,Weetabix Town House,1987,69,215
1489-1,Mobile Car Crane,1989,85,175
1490-1,Town Bank,1988,85,196
149-1,Fuel Refinery,1976,235,340
1491-1,Dual Defender,1992,188,48
1492-1,Battle Cove,1992,148,27
1495-1,Basic Building Set Trial Size,1988,467,26
1496-1,Rally Car,1987,82,52
1497-1,Rally and Pitcrew Team,1987,82,122
1498-1,Spy-Bot,1987,130,63
1499-1,Twin Starfire,1987,130,89
1500-1,Oval Bricks,1988,505,2
